Wort,Anzahl
wiederbelebte,1
Gipfeltreffen,1
Lateinamerikanischen,1
Karibischen,1
intensive,1
lateinamerikanischen,1
Sturm,1
Regierungsgebäude,1
Anfang,1
Ereignisse,1
verdeutlichen,1
gewählten,1
LGBTIQ*,0
Indigenen,1
Drogenkriminalität,1
polizeilichen,1
strafrechtlichen,1
Schaf,1
fung,1
Kartellen,1
grenzüberschreitender,1
Regenwald,1
Weltklimas,1
Intensivierung,1
Tropenwaldschutz,1
ausgehandelt,1
verbleibt,1
Fehlern,1
Umweltzerstörungen,1
befeuert,1
neokoloniale,1
EU-Mercosur-Abkommen,1
Nachverhandlungen,1
faires,1
ökologisches,1
postkoloniales,1
Technologietransfer,1
Nordens,1
ratifizieren,1
umsetzbare,1
überprüfbare,1
Umsetzbar,1
genannten,1
rechtspopulistischer,1
Handelsbestimmungen,1
Aussetzung,1
Handelspräferenzen,1
unabdingbare,1
Zusatzvereinbarung,1
Regenwaldes,1
Mercosur-Ländern,1
Weltklima,1
Schlagbäume,1
Diktator*innen,1
herrschten,1
Gemeindeebene,1
bindet,1
auszuhalten,1
Gräben,1
verbindende,1
Trennende,1
tatenlos,1
hinzunehmen,1
Gründungsgedanke,1
Organe,2
Extremismus,1
Halt,1
angreifen,1
Erlebbarkeit,1
staatlicher,1
Staatenverbund,1
drängenden,1
lösen,1
föderale,1
Wortes,1
Diskussion,1
zufriedenstellt,1
weiterbringt,1
Zuwachs,1
Erfolgen,1
Weltgeschichte,1
Zielobjekt,1
Extremist*innen,1
meint,1
Dorn,1
Auge,1
Credo,1
mitbestimmen,1
ungarischen,1
Viktor,1
verstößt,1
Privilegien,1
Lebensbereichen,1
Autoritäre,1
Feindbild,1
schwächt,1
Wertebündnis,1
glaubwürdig,1
Sterben,1
unhaltbar,1
Informatikerinnen,1
Krankenpfleger,1
Studentinnen,1
Erntehelfer,1
Triebfeder,1
Gesellschaftsbildern,1
Einwanderungsgesellschaften,1
geeint,1
lautet,1
Motto,1
engeres,1
versteht,1
Zuhause,1
abschottet,1
Gleichheit,1
bildet,1
Wertebasis,1
aushöhlen,1
Wächterin,1
Rechtsstaats,1
Freiräume,1
beschneiden,1
LGBTIQ*-Rechte,1
verweigern,1
Tür,1
Tor,1
konsequenter,1
Grundgesetz,1
Schutzwirkung,1
belangt,1
Durchsetzbarkeit,1
Menschenrechtsgerichtshofs,1
wacht,1
Rechtsstaatscheck,1
Rechtsstaatsdialog,1
durchleuchtet,1
verleihen,1
Freiraum,1
gezielter,1
bemessen,1
Reformdruck,1
Reformvereinbarungen,1
perspektivisch,1
sanktionsbewehrt,1
Bewertungen,1
Rechtsstaatsverfahren,1
mehrstufigen,1
Entzug,1
Stimmrechts,1
Phasen,1
Verfahrens,1
Konsens,1
abstimmen,1
geknüpft,1
Steuergelder,1
Günstlings,1
Vetternwirtschaft,1
Gewaltenteilung,1
umfängliche,1
Gewährung,1
Haushaltsmechanismus,1
anteilig,1
eingefroren,1
Hüterin,1
Verspätete,1
Europäischem,1
verstärkende,1
Bewertungsgrundlage,1
Charta-Check,1
akzeptieren,1
Expert*innen-Kommission,1
EU-Fördermittel,1
Mittelkürzungen,1
Leidtragenden,1
korrupte,1
stehlen,1
Finger,1
Bürgernähe,1
gewählte,1
gesetzgeberisch,1
Initiativrecht,1
eigenständig,1
Untersuchungsausschüsse,1
einzuberufen,1
vorzuladen,1
Kommissionspräsidentin,1
Kommissionspräsidenten,1
Legitimierung,1
Ministerräten,1
nachvollziehbarer,1
Föderale,1
Zweikammersystem,1
gesetzgebenden,1
Europawahlen,1
Spitzenkandidat*innen,1
nominieren,1
Reihen,1
wählt,1
Präsidentin,1
Kandidat*innen,1
wählbar,1
Wahlkampfs,1
bleibenden,1
Wahlkreisen,1
Europa-Parteizugehörigkeit,1
unterrepräsentierte,1
Wahlhürden,1
ständigen,1
Wohnsitz,1
mitwählen,1
Kommunalparlamente,1
Abstimmungen,1
mischen,1
Wahlrechts,1
Wahlalter,1
absenken,1
Zukunftskonferenz,1
stattgefunden,1
Zufallsprinzip,1
repräsentativ,1
ausgelost,1
Bürger*innen-Gutachten,1
Handlungsvorschläge,1
Thema,1
Tagesordnung,1
zwingend,1
Jahres,1
Gesetzesvorschlag,1
Initiator*innen,1
Zwischenschritt,1
Passerelle-Klausel,1
Einstimmigkeit,1
blockiert,1
kleinerer,1
Gehör,1
vorgesehene,1
Verstärkten,1
Gruppe,1
anzustoßen,1
brin,1
gen,1
späteren,1
Zeitpunkt,1
anschließen,1
Reformvorschläge,1
Konvent,1
wegweisenden,1
Konferenz,1
Formulierung,1
Anschein,1
käuflicher,1
Lobbyinteressen,1
Korruptionsskandal,1
Europaabgeordneter,1
dringlicher,1
Strafbarkeit,1
Abgeordnetenbestechung,1
bestechlichkeit,1
Verhaltenskodex,1
scharf,1
rechtskräftig,1
festgestellten,1
Strafen,1
Lobbyregister,1
ausgeht,1
Gesetzgebungsprozess,1
eingebracht,1
unwirksame,1
Selbstkontrolle,1
schalten,1
Ethikbehörde,1
Lobbykontrolle,1
durchsetzt,1
Karenz,1
zeitregeln,1
Übergangszahlungen,1
Europaabgeordnete,1
Vermögensverhältnisse,1
Datenbank,1
Onlinewerbung,1
Geldgeber*innen,1
Wahlkampfwerbung,1
Schranken,1
Onlinehass,1
Einziehung,1
Vermögenswerten,1
Erträgen,1
stammen,1
Feminismus,1
Frauenrechte,1
rechtskonservative,1
rückwärtsgewandte,1
Familienpolitik,1
Reproduktive,1
zurückgedrängt,1
Politikbereiche,1
EIGE,1
Genderstudies,1
Gender-Equality-Strategie,1
ausläuft,1
umfangreich,1
Sachen,1
voranzukommen,1
Körper,1
Selbstbestimmungsrechte,1
reproduktive,1
uneingeschränkten,1
Verhütungsmitteln,1
breit,1
EU-Grundrechtecharta,1
Monatshygieneprodukten,1
Ingenieurinnen,1
Erzieherinnen,1
Ärztinnen,1
Berufen,1
ebnen,1
Lücke,1
klafft,1
Durchschnitt,1
Lohntransparenzrichtlinie,1
Auskunftsansprüche,1
Berichte,1
Entschädigungsansprüche,1
geschlechtsspezifischer,1
Lohndiskriminierung,1
Arbeitnehmerinnen,1
Care-Berufe,1
ausgeübt,1
unbezahlter,1
Sorgearbeit,1
Aufstiegschancen,1
Vereinbarkeitsrichtlinie,1
erlassen,1
Berufs,1
Privatleben,1
vereinbaren,1
Familienstartzeit,1
Partner*innen,1
Geburt,1
Freistellung,1
Paare,1
dringen,1
Väter,1
Elternzeit,1
Maßnahme,1
existierenden,1
Fachkräftemangel,1
Erwerbsquote,1
Familienaufgaben,1
paritätisch,1
aufzuteilen,1
auffällig,1
geringe,1
MINT-Berufe,1
Studienanfängerinnen,1
spiegelt,1
Laufbahnen,1
wider,1
geradezu,1
fahrlässig,1
verzichten,1
zeitgleich,1
Arbeitskräfteangebot,1
MINT-Bereich,1
Finanzierungsmöglichkeiten,1
Eigenkapitalfinanzierungen,1
Unternehmerinnen,1
Innovatorinnen,1
EU-Fonds,1
geschlechtsbasierter,1
gewalttätigen,1
speziell,1
festlegt,1
Vorbehalte,1
zurückgenommen,1
Bulgarien,1
Tschechische,1
Ungarn,1
Lettland,1
Litauen,1
Slowakei,1
Konvention,7
beigetreten,1
erläuternden,1
Bericht,1
entsprechen,1
Unterkünfte,1
Betreuungsstellen,1
Notrufstellen,1
Schutzkonzepte,1
Zufluchtsräume,1
ergänzende,1
Schutzbedarfe,1
Gewaltbetroffene,1
Ehemanns,1
Partners,1
abhängt,1
Aufenthaltstitel,1
niedrigschwelligen,1
geschulter,1
unterstützenden,1
Sexarbeiter*innen,1
Straftat,1
gemeinsames,1
verbreitetste,1
Prostitution,1
EU-Opferschutz-Richtlinie,1
abzuschieben,1
Anzeige,1
Aussagebereitschaft,1
Schlüsselbereichen,1
Lupe,1
Aufsichtsräten,1
Vorständen,1
Führungspositionen,1
Überprüfungen,1
Führungsgremien,1
besetzen,1
geschlechterparitätisch,1
geschlechtergerechter,1
Budgeting,1
Gleichstellungschecks,1
künftige,1
EU-Haushalte,1
festgeschrieben,1
Mittelverteilung,1
korrigiert,1
Methode,1
Messung,1
Haushaltsmitteln,1
Mehrjährige,1
Queere,1
Atheist*innen,1
pluralistische,1
Religionsgemeinschaften,1
Freiheitsrechte,1
organisieren,1
Vereinsrecht,1
Anlaufstelle,1
Bürger,48
Versammlungsfreiheit,1
Handlungsspielräumen,1
Glauben,1
integrative,1
Religionsfreiheit,1
konstitutiv,1
Nichtglaubens,1
Weltanschauung,1
verdienen,1
interreligiösen,1
Kontakt,1
gegenseitigen,1
Unversehrtheit,1
liebt,1
glaubt,1
gruppenbezogener,1
Menschenfeindlichkeit,1
einzulösen,1
Jüdische,1
besonderer,1
Aufstockung,1
Gelder,4
Sicherheitsprojekte,1
jüdisches,1
Boykotten,1
entgegengetreten,1
jüdische,1
Kontakte,1
vermitteln,1
Bildungsangebote,1
Muslim*innen,1
zweitgrößte,1
Religionsgemeinschaft,1
Muslimisches,1
Zielscheibe,1
verschwörungsideologischen,1
langer,1
EU-Koordinatorin,1
Islamfeindlichkeit,1
Antiziganismus,1
paternalistischen,1
Ansätzen,1
Romani-Hintergrund,1
Sinti*zze,1
Rom*nja,1
Beratungsgremium,1
Gebietskörperschaften,1
Wohnungsoder,1
gelassen,1
rassistischen,1
Zuschreibung,1
Alters,1
Schutzniveau,1
Schutzlücken,1
Antidiskriminierungsrichtlinie,1
Vorbehalt,1
aufgeben,1
psychologischer,1
Erfassung,1
Diskriminierungsfällen,1
euopaweit,1
Antidiskriminierungsarbeit,1
zielgenau,1
fundiert,1
antiSchwarzen,1
UN-Dekade,1
afrikanischer,1
kontinuierlicher,1
erarbeitet,1
diskriminierenden,1
Einstellungen,1
Antirassismusbeauftragten,1
Minority-SafePack-Initiative,1
institutionelle,1
autochthoner,1
Volksgruppen,1
geregelt,1
Aktuell,1
abgebildet,1
Arbeitgeberin,1
diskriminierungssensiblen,1
Öffnung,1
Individualität,1
zurückzudrehen,1
diskriminierungsfreier,1
Geschlechtseintrages,1
lesbische,1
schwule,1
angefeindet,1
pathologisiert,1
Motivation,1
ausgehen,1
geschlechtliche,1
anerkennt,1
"""LGBTIQ*",0
Freedom,1
erklärt,1
LGBTIQ*-Personen,1
Demontage,1
stop,1
pen,1
Community,1
LGBTIQ*-Gleichstellungsstrategie,1
fortgeführt,1
Beratungshotline,1
Vätern,1
Elternteilen,1
alleinerziehend,1
Mutter,1
Vater,1
Zwei-Mütter-Familien,1
aufwachsen,1
begründete,1
Elternschaft,1
eingetragene,1
Sorgerechtserklärung,1
gleichgeschlechtliche,1
Benachteiligungen,1
überwindet,1
Behindertenbewegung,1
selbstständigem,1
inklusivem,1
regulären,1
Werkstättensystem,1
EUMittel,1
Arbeitsformen,1
Wohnformen,1
Zwangssterilisationen,1
Schlechte,1
Nutzbarkeit,1
Webseiten,1
Rampe,1
Türen,1
mobilitätseingeschränkte,1
unterschiedliche,1
EU-Barrierefreiheitsrichtlinie,1
Accessibility,1
fristgerecht,1
durchsetzbar,1
kohärent,1
EU-Barrierefreiheitszentrum,1
Gleichstellungskommissarin,1
Gleichstellungskommissars,1
Bürokratische,1
niedrigschwellig,1
beantragbaren,1
Schwerbehindertenausweis,1
gegenseitige,1
Inanspruchnahme,1
eint,1
Traditionen,1
Einflüssen,1
beständigen,1
Ausdrucksformen,1
unverzichtbarer,1
verschiedenste,1
nationalistisches,1
Denken,1
Unverzichtbarkeit,1
gefestigte,1
Antidemokrat*innen,1
Eingriffe,1
künstlerische,1
Kreativität,1
Marktlogiken,1
Kulturveranstalter*innen,1
Dienstleister,1
Ensembles,1
Unterstützerin,1
Kulturförderung,1
offensteht,1
verfügen,1
Kulturgütern,1
Creative,2
Kulturzusammenarbeit,1
gebündelt,1
Bauhauses,1
interdisziplinären,1
Gestalten,1
partizipativ,1
kultureller,1
unbürokratische,1
künstlerischer,1
Tätigkeit,1
Doppelbesteuerung,1
Kulturhauptstädte,1
gewachsene,1
Kreativwirtschaft,1
mittelständischen,1
Filme,1
Serien,1
Designwirtschaft,1
Kunstmarkt,1
Musikwirtschaft,1
Pressemarkt,1
Rundfunkwirtschaft,1
Darstellenden,1
Künsten,1
Werbemarkt,1
Treiberinnen,1
Buchhandlungen,1
preis,1
gebundene,1
KulturPass,1
innovatives,1
kulturpolitisches,1
Budget,1
Spanien,1
Italien,1
Kulturpass,1
erkunden,1
Schaffenskraft,1
Kulturlandschaft,1
Verwertungskette,1
Kulturproduktion,1
erdachte,1
Bilder,1
Töne,1
Texte,1
KI-Produkte,1
Nutzungsvorbehalt,1
kommerzieller,1
maschinenlesbar,1
wahrnehmen,1
Urheberrecht,1
kreative,1
Schaffen,1
natürlicher,1
generierte,1
KI-Systemen,1
ausgedehnt,1
Vergütung,1
Werke,1
Werknutzer*innen,1
Schauspieler*innen,1
Musiker*innen,1
Weichenstellungen,1
digitalisierten,1
Kulturwelt,1
verhandelt,1
Inhalten,1
Bibliotheken,1
Erasmus-Programms,1
Kreative,1
Kulturschaffenden,1
Unterstützungsmöglichkeiten,1
Kulturbereich,1
paritätische,1
Vergabegremien,1
Jurys,1
offener,1
Zensur,1
Zentralisierung,1
Verlagseigentum,1
Kontrollmechanismen,1
Staatsferne,1
Medienfreiheit,1
Redakteur*innen,1
professioneller,1
Redaktionsstatute,1
Gremium,1
Mediendienste,1
Medienrechte,1
freiheiten,1
richterliche,1
Spähsoftware,1
missbräuchlichen,1
Übermäßige,1
Medienbesitz,1
Aufteilung,1
Besitzstrukturen,1
Presselandschaft,1
Private,1
Print,1
falsche,1
Anreizstrukturen,1
Werbeeinnahmen,1
Social-Media-Plattformen,1
Wirtschaftsmodell,1
beeinträchtigt,1
Qualitätsmedien,1
drängendes,1
Meinungsvielfalt,1
geeignete,1
Wettbewerbssituation,1
journalistische,1
praktikable,1
Finanzierungsinstrumente,1
journalistischer,1
zukunftsfähiger,1
flächendeckenden,1
journalistischen,1
generative,1
KI-erzeugten,1
Texten,1
grenz,1
sprachüberschreitende,1
Herausbildung,1
Öffentlichkeit,1
transnationaler,1
Senders,1
arte,1
Auffindbarkeit,1
Medienangebote,1
öffentlich-rechtliches,1
Medienangebot,1
länderübergreifenden,1
Unterhaltung,1
Medienportals,1
Exilmedien,1
Ausdrucks,1
Presse,1
unterdrückt,1
gingen,1
zueinander,1
Versöhnung,1
multiperspektivische,1
überhörten,1
grenzübergreifende,1
Gedenkens,1
überlagernden,1
Gewalterfahrungen,1
Sowjetunion,1
verständlich,1
Bestrebungen,1
Umdeutung,1
nationalistischer,1
Erinnern,1
Nationalsozialismus,1
verharmlosen,1
unvereinbar,1
unbeantwortet,1
grausame,1
Völkermord,1
Versklavung,1
Friedensprojektes,1
bestanden,1
verwickelt,1
geschaffenen,1
Abhän,1
gigkeiten,1
Nachkommen,1
ehemals,1
kolonisierten,1
Rückgabe,1
Raubkunst,1
Gebeinen,1
Aufklärungsarbeit,1
multiperspektivischer,1
Geschichtsforschung,1
sichtbarer,1
thematisch,1
EU-Förderprogrammen,1
erinnerungspolitische,1
Amateurfußball,1
League,1
Fahrradausflug,1
Tour,1
de,1
France,1
Herzen,1
vermittelt,1
Identitäten,1
Gesprächsstoff,1
Sportorganisationen,1
Vorbildfunktion,1
Doping,1
Wesen,1
diametral,1
Anti-Korruptionsexpert*innen,1
Ermittler*innen,1
Korruptions,1
Betrugsfälle,1
kümmert,1
Sportgroßveranstaltungen,1
Wettbewerbsvorteil,1
erlangen,1
Sportereignissen,1
Spitzensport,1
resilient,1
Sportarten,1
Sportszene,1
Sportveranstaltungen,1
Vertriebenen,1
Kriege,1
fehlende,1
übergroße,1
flieht,1
angrenzenden,1
Fluchtzahlen,1
merken,1
Fluchtrouten,1
untragbar,1
Routen,1
begeben,1
Asylrechtsverschärfungen,1
strukturbildender,1
Übergangshilfe,1
Krisenregionen,1
akuten,1
lindern,1
abschotten,1
alternden,1
händeringend,1
modern,1
Herkunftsländer,1
mitbedacht,1
bürokratischer,1
langwieriger,1
Arbeitskräfteeinwanderung,1
Qualifikationsniveaus,1
Rahmenregelungen,1
Bildungsabschlüssen,1
anzuwerben,1
EU-Talentpool,1
Digitalisierungsoffensive,1
Willkommenskultur,1
zielgenaue,1
Integrationsmöglichkeiten,1
Migrations,1
Integrationsfonds,1
Drittstaatsangehörigen,1
Daueraufenthaltsrichtlinie,1
Papiere,1
abhängen,1
Beschwerde,1
Menschenrecht,1
UN-Flüchtlingskonvention,1
einhält,1
Vielerorts,1
Dublin-System,1
ungerecht,1
EU-Asylpolitik,1
chaotischen,1
Verhältnisse,1
geltendes,1
Asylsystem,1
Flüchtlingsrechten,1
Spielräume,1
Verbesserungen,1
Grenzzäune,1
rechtsstaat,1
liche,1
Integrationsangebote,1
Grenzmanagement,1
Verteilmechanismus,1
dauerhafter,1
Solidaritätsmechanismus,1
Sachleistungen,1
Kompensation,1
beherzt,1
anzupacken,1
direkteren,1
AMIF,2
Netzwerken,1
Matching-Mechanismus,1
Familienbezüge,1
Sprachkenntnisse,1
Berufsabschlüsse,1
überproportional,1
Screening,1
Hoheitsgebiets,1
Minderjährigen,1
Verletzung,1
Werkzeug,1
unbürokratischen,1
Umgangs,1
analysieren,1
Gerichte,1
Verbleiben,1
unzumutbar,1
Gewährleistung,1
menschenwürdigen,1
Existenzminimums,1
Aufnahmerichtlinie,1
existenzsichernde,1
einzufrieren,1
brechen,1
EU-Asylagentur,1
Asylanträgen,1
Überlastung,1
stationäre,1
Binnengrenzkontrollen,1
Selbstverständlich,1
kontrollieren,1
rechtswidriger,1
Fluchtbewegung,1
EU-Grenzen,1
Erkenntnis,1
vereinbar,1
Patrouillenbooten,1
zerschellt,1
Verletzungen,1
Zurückdrängen,1
erstversorgt,1
menschenwürdig,1
Einzelfallprüfung,1
Asylantrag,1
inhaltlich,1
geprüft,1
Haftlager,1
Moria,1
Entrechtung,1
instrumentalisiert,1
völker,1
europarechtlich,1
verbrieften,1
Rechtsbrüche,1
Misshandlungen,1
verweigert,1
Schicksal,1
überlassen,1
Pushbacks,1
geahndet,1
EUGrundrechteagentur,1
Menschenrechtsmonitoring,1
unabhängiges,1
Ermittlungsbefugnissen,1
Hilfs,1
Menschenrechtsorganisationen,1
Berichterstattung,1
libyschen,1
Küstenwache,1
EU-Gemeinschaftsaufgabe,1
Beamt*innen,1
übernommen,1
rechtsstaatlich,1
menschenrechtswidrigen,1
Einsätzen,2
Frontex-Verordnung,1
engmaschigen,1
Frontex-Einsätzen,1
Einsatzberichte,1
Rechtsverstöße,1
Haftungsgrundlage,1
Engagierten,1
ungehindert,1
nachzugehen,1
schutzbedürftigen,1
geschulte,1
Dolmetscher*innen,1
Ehrenamtliche,1
kindergerecht,1
UN-Kinderrechtskonvention,1
geflüchtete,1
inhaftiert,1
grundsätzlich,1
Asylberatungen,1
Rechtsweg,1
ablehnende,1
Aufenthaltserlaubnis,1
sorgfältiger,1
Prüfung,1
asyl,1
aufenthaltsrechtlichen,1
Ausschöpfung,1
Rechtsmittel,1
Aufenthaltsrecht,1
ausreisen,1
Abschiebehindernisse,1
zwangsweisen,1
Rückführungsmaßnahmen,1
ergebnisoffene,1
Rückkehrberatung,1
abgeschoben,1
völkerrechtliche,1
Gründe,1
Rückführung,1
respektieren,1
Herkunfts,1
Transitstaaten,1
menschenrechtsbasiert,1
Fluchtursachen,1
Herkunftsstaaten,1
Ausländerbehörden,1
vernünftig,1
Staatsbürger*innen,1
Visaerleichterungen,1
Ausbildungspartnerschaften,1
Verbüßung,1
prioritär,1
zurückgeführt,1
geborenen,1
Beschäftigungsverhältnissen,1
zumutbar,1
tiefer,1
Verwurzelung,1
Abschiebung,1
Integrationsleistung,1
Spurwechsel,1
Einwanderungssystem,1
sterben,1
überqueren,1
unerträglichen,1
verschließen,1
ersuchen,1
tödlichste,1
Fluchtroute,1
staatlich,1
finanzierte,1
erfolgte,1
Einstieg,1
privater,1
Seenotrettungs-NGOs,1
Seenotretter*innen,1
Seenotrettungsorganisationen,1
gefahrlos,1
absolvieren,1
Seenotrettungsschiffe,1
kriminalisiert,1
Rettungsschiffe,1
nächstgelegenen,1
anzulaufen,1
Auslaufen,1
Rettungsschiffen,1
Ausschiffung,1
Geretteten,1
unrechtmäßige,1
Fluchtwege,1
Schlepperbanden,1
Fluchtmöglichkeiten,1
Resettlement-Programm,1
Flüchtlingshilfswerks,1
schutzbedürftige,1
geordnet,1
Aufnahmeländer,1
verteilt,1
Wirtschaftskraft,1
bemisst,1
EU-Resettlement,1
UNHCR-Kriterien,1
Schutzsuchende,1
Aufnahmeprogramme,1
Afghanischen,1
geflohen,1
Machtübernahme,1
untersagt,1
Stipendienprogramm,1
fortzusetzen,1
Krisengebiete,1
Staatsbürgerschaft,1
Stipendienprogrammen,1
Angehörigen,1
nachholen,1
Men,1
großem,1
antworten,1
Justizarbeit,1
vereinten,1
stattfinden,1
Informationsflüsse,1
Freiheits,1
Bürger*innen-Rechten,1
Europol-Informationssystem,1
Polizei-IT-Projekten,1
Aufsicht,1
Kriminalamt,1
befugnisfreie,1
Bundeskriminalamts,1
Ermittlungsteams,1
Joint-Investigation-Teams,1
Kriminalitätsbekämpfung,1
Köpfe,1
justizielle,1
Strafsachen,1
abgeordnet,1
Zentren,1
Theorie,1
Polizeiarbeit,1
Austauschprogramme,1
Polizist*innen,1
Polizeihochschulen,1
wissenschaftsbasierte,1
Kriminalpolitik,1
kostet,1
Steuerzahler*innen,1
Milliardenbeträge,1
unterwandern,1
Mordanschläge,1
Unterwanderung,1
legaler,1
schwache,1
hindert,1
Mafia,1
Kriminalpolizei,1
organisierte,1
Wirtschaftskriminalität,1
unfairem,1
Umweltkriminalität,1
Agromafia,1
Holzeinschlag,1
erzeugten,2
eindämmen,1
Produktions,1
Handelskette,1
bereichsübergreifende,1
Überschneidungen,1
Kriminalitätsfelder,1
vorzuge,1
Ausstiegsprogramme,1
krimineller,1
grenzüberschreitendes,1
Jährlich,1
EU-Gesetzgebung,1
völkerrechtlicher,1
Fälle,1
aufgeklärt,1
vielseitig,1
häufigste,1
Betroffen,1
Arbeitsschutzstandards,1
unterlaufen,1
ausbeuterische,1
Arbeitsverhältnisse,1
Lebensumstände,1
katastrophal,1
erniedrigende,1
Organentnahme,1
erlittener,1
Traumata,1
Minderjährige,1
Verwaltungen,1
EU-Organe,1
EU-Menschenhandelsrichtlinie,1
Aktionspläne,1
Be,1
kämpfung,1
entwerfen,1
Identifizierung,1
beizutragen,1
Fachberatungsstellen,1
Personals,1
Berührung,1
identifizieren,1
entschlossene,1
Strafverfolgungs,1
zerschlagen,1
Skandal,2
Wirecard,1
Kleinanleger*innen,1
organisierten,1
Subventionsbetrug,1
Finanzermittlungen,1
Ermittlungsansätze,1
Geschäftsgrundlage,1
Finanzströme,1
nachzuvollziehen,1
Vermögensverschiebung,1
aufzuspüren,1
Anti-Geldwäschebehörde,1
schlagkräftigen,1
Verzug,1
national,1
Privatsektor,1
Kryptowährungen,1
beleuchten,1
automatische,1
Steuerinformationen,1
Anti-Geldwäsche-Aktionsplan,1
Vermögensregister,1
Eigentümer,1
Vermögensgegenständen,1
einsehen,1
Kriminellen,1
Umgehungsmöglichkeiten,1
Transparenzregister,1
Transparenzregistern,1
berechtigtem,1
kostenfrei,1
anonym,1
illegales,1
Transparenzvorschriften,1
Immobilienerwerb,1
Vermögensabschöpfung,1
unklarer,1
eingezogen,1
gültige,1
Höchstgrenzen,1
inkriminierten,1
Betrugsbekämpfung,1
Betrugs,1
Korruptionsstraftaten,1
Veruntreuung,1
Fördergeldern,1
Terroristische,1
Anschläge,1
islamistisch,1
rechtsextrem,1
motiviert,1
unermessliches,1
gewaltbereiten,1
Akteur*innen,1
Anti-Terror-Koordinators,1
Anti-Terror-Koordinatorin,1
aufwerten,1
Gewaltszene,1
abrutschen,1
Bildungsarbeit,1
Jugendeinrichtungen,1
Deradikalisierung,1
Aussteiger*innen,1
islamistischen,1
Extremismusformen,1
verfassungsschutzrelevante,1
Delegitimierung,1
Onlineplattformen,1
Onlinegaming,1
Messenger,2
Terrorpropaganda,1
entschiedener,1
löschen,1
entschiedene,1
terroristische,1
überschneiden,1
Schwarzmärkten,1
Finanzquellen,1
trocken,1
Terrorist*innen,1
Beobachtung,1
Gewalttäter*innen,1
administrativen,1
Spur,1
Fallbearbeitung,1
Schwere,1
Terroranschläge,1
Ausgangsstoffe,1
Explosivstoffe,1
Schwarzmarkt,1
austrocknen,1
Anscheinswaffen,1
Sammlerstücke,1
Reaktivierung,1
Waffenteile,1
lückenlos,1
strenge,1
Zuverlässigkeitsprüfung,1
Waffenbesitzer*innen,1
Ausgangsstoffen,1
Explosivstoffen,1
strenges,1
rechtswidrige,1
ausländischer,1
Geheimdienste,1
Wirtschaftsspionage,1
Desinformationskampagnen,1
bedrohen,1
liberale,1
Teilweise,1
Verbreitungen,1
Falschnachrichten,1
Beeinflussung,1
EU-Territorium,1
entgegenstellen,1
wehrhaften,1
Nachrichtendienstagentur,1
nachrichtendienstlichen,1
gesammeltes,1
Vorga,1
ben,1
Analysefähigkeit,1
sicherheitspolitische,1
Einschätzungen,1
abgegeben,1
IT-Lösungen,1
Befugnisse,1
Rechtsgrundlagen,1
Nachrichtendienstliche,1
Bürgerrechten,1
Ringtausch,1
erlangten,1
Nachrichtendiensten,1
mitgliedstaatlichen,1
Aufsichtsbehörden,1
Strafrecht,1
Dunkelfeld,1
Viktimisierungsstudien,1
Eurojust,2
Sachverhalten,1
zuständig,1
Grenzüberschreitende,1
Strafverfahren,1
Rechtsverkehrs,1
Datenschutzes,1
sexualisierter,1
Notwendig,1
Strukturreformen,1
Beratungsstellen,1
Chat,1
Messenger-Nachrichten,1
Beschuldigten,1
herausragende,1
Rechtsverstößen,1
schlagen,1
EU-Netz,1
zusammenzuarbeiten,1
Aussagen,1
Kronzeug*innen,1
Naturkatastrophen,1
Unglücke,1
Außerordentliche,1
Tausender,1
gigantische,1
unabsehbare,1
Lebensadern,1
Einzelne,1
Ausmaßes,1
KRITIS,2
zusammendenken,1
IT-Schwachstellenmanagement,1
Attacken,1
drohen,1
Extremwetterereignisse,1
unabsehbaren,1
zuzunehmen,1
Bevölkerungsschutzes,1
Katastrophenschutzverfahren,1
Löschflugzeugstaffel,1
rescEU-Reserve,1
extremen,1
Hitzeschutzkonzepte,1
Vorbereitung,1
Risikovorsorge,1
Planungsprozesse,1
Bevölkerungsschutz,1
Erdbeben,1
Großschadenslagen,1
fortschreitende,1
enormen,1
Menschenrechtspolitik,1
vereinnahmt,1
Gestaltungspositionen,1
Massenüberwachung,1
anlasslose,1
Vorratsdatenspeicherung,1
Chatkontrolle,2
biometrische,1
Gesichtserkennung,1
Zuschreibungen,1
Eigenschaften,1
Zugehörigkeit,1
Emotionserkennung,1
Ende-zu-Ende-Verschlüsselung,1
Presseberichterstattung,1
oppositionellen,1
anlasslosen,1
Fluggastdaten,1
eindringt,1
Staatsanwält*innen,1
voranschreitet,1
not,1
wendig,1
Personennahverkehrs,1
analog,1
unterschiedlichste,1
aufbereitet,1
diskutiert,1
Propagandakampagnen,1
Meinungsbildungsprozesse,1
bewusst,1
beeinflusst,1
FaktencheckPlattformen,1
systematischer,1
Katalog,1
Propagandaplattformen,1
Russia,1
Today,1
Lagebilder,1
erstellt,1
greifen,1
offenem,1
Frauenhass,1
Veröffentlichung,1
Nacktbildern,1
Targeting,1
dominanter,1
Digitalplattformen,1
Hassnachrichten,1
schränken,1
Meinungsäußerung,1
Verstärkung,1
gelöscht,1
verbreitende,1
Accounts,1
Digitale-DiensteGesetz,1
Nutzer*innen-Rechten,1
demokratischeres,1
trockenzulegen,1
Abschöpfung,1
hierdurch,1
Wahrnehmung,1
Opferberatung,1
Hilfsangebote,1
Volksverhetzung,1
